City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Saint Joseph,US,2022-01-29 02:28:04,39.7686,-94.8466,23.59,48,4,6.15
295,Aplaya,PH,2022-01-29 02:28:04,8.6086,124.7681,80.62,83,42,2.51
296,Makaha,US,2022-01-29 02:28:05,21.4694,-158.2175,80.98,69,100,10.36
297,Lavrentiya,RU,2022-01-29 02:28:05,65.5833,-171.0,-8.07,95,22,1.95
298,Aberdeen,GB,2022-01-29 02:24:17,57.1437,-2.0981,55.49,76,97,13.8
299,Dera Ismail Khan,PK,2022-01-29 02:28:06,31.8327,70.9024,49.28,39,1,2.59
300,Progreso,MX,2022-01-29 02:28:06,21.2833,-89.6667,73.51,77,94,22.21
301,Ipora,BR,2022-01-29 02:28:06,-16.4419,-51.1178,67.95,96,64,3.13
302,Siyabuswa,ZA,2022-01-29 02:28:07,-25.1132,29.0445,70.65,81,87,8.88
303,Puerto Colombia,CO,2022-01-29 02:28:07,10.9878,-74.9547,78.89,85,20,24.45
304,Krasnyy,RU,2022-01-29 02:28:07,54.5678,31.4333,28.02,96,100,14.34
305,Deep River,CA,2022-01-29 02:28:07,46.1001,-77.4995,-12.05,95,12,1.81
306,San Ciro De Acosta,MX,2022-01-29 02:28:08,21.6333,-99.8167,49.71,94,100,6.67
307,Ajdabiya,LY,2022-01-29 02:28:08,30.7554,20.2263,53.74,65,14,10.22
308,Luderitz,NA,2022-01-29 02:28:08,-26.6481,15.1594,67.89,72,0,23.67
309,Bonneville,FR,2022-01-29 02:28:09,46.0802,6.4073,38.48,77,35,3.76
310,Muli,MV,2022-01-29 02:28:09,2.9167,73.5667,80.94,65,58,11.97
311,High Prairie,CA,2022-01-29 02:28:09,55.4334,-116.4858,40.3,86,92,4.99
312,Nome,US,2022-01-29 02:28:10,64.5011,-165.4064,-9.33,59,0,4.61
313,Sur,OM,2022-01-29 02:28:10,22.5667,59.5289,68.72,53,0,4.0
314,San Jeronimo,PE,2022-01-29 02:28:10,-11.9472,-75.2829,45.9,92,100,1.99
315,Cody,US,2022-01-29 02:28:11,44.5263,-109.0565,28.6,48,57,12.35
316,Tiksi,RU,2022-01-29 02:28:11,71.6872,128.8694,-9.56,99,35,7.31
317,Metkovic,HR,2022-01-29 02:28:11,43.0542,17.6483,43.27,74,4,4.38
318,Barinas,VE,2022-01-29 02:28:11,8.6226,-70.2075,84.24,48,39,4.61
319,Victor Harbor,AU,2022-01-29 02:28:12,-35.5667,138.6167,78.91,77,14,1.99
320,Bikaner,IN,2022-01-29 02:29:12,28.0167,73.3,55.76,23,0,4.65
321,Prince George,CA,2022-01-29 02:26:30,53.9166,-122.753,30.61,92,100,2.3
322,Coahuayana,MX,2022-01-29 02:29:12,18.7333,-103.6833,78.28,82,41,1.77
323,Chokurdakh,RU,2022-01-29 02:29:13,70.6333,147.9167,-30.19,96,86,0.96
324,Port Blair,IN,2022-01-29 02:28:15,11.6667,92.75,82.44,78,75,8.05
325,Beloha,MG,2022-01-29 02:29:13,-25.1667,45.05,68.92,85,1,5.75
326,Blind River,CA,2022-01-29 02:29:13,46.1834,-82.9582,-9.29,96,11,3.15
327,Talnakh,RU,2022-01-29 02:28:15,69.4865,88.3972,-0.8,95,100,10.74
328,Jonesboro,US,2022-01-29 02:29:14,35.8423,-90.7043,29.97,30,0,10.0
329,Santiago Del Estero,AR,2022-01-29 02:28:37,-27.7951,-64.2615,72.07,52,0,5.66
330,Sarangani,PH,2022-01-29 02:29:14,5.4033,125.4636,82.0,76,100,11.68
331,Reims,FR,2022-01-29 02:29:15,49.1667,4.0833,40.78,87,100,5.75
332,Tessalit,ML,2022-01-29 02:29:15,20.1986,1.0114,61.84,17,11,12.15
333,Kholodnyy,RU,2022-01-29 02:29:15,62.7167,147.95,1.83,90,100,5.3
334,Flinders,AU,2022-01-29 02:29:16,-34.5833,150.8552,89.8,66,78,5.01
335,Auki,SB,2022-01-29 02:29:16,-8.7676,160.7034,77.86,89,100,2.57
336,Valerianovsk,RU,2022-01-29 02:29:16,58.76,59.5522,-0.76,98,89,3.2
337,Cururupu,BR,2022-01-29 02:29:17,-1.8283,-44.8683,73.29,95,100,4.9
338,Portland,US,2022-01-29 02:24:28,45.5234,-122.6762,43.56,64,20,3.0
339,Baherden,TM,2022-01-29 02:29:17,38.4362,57.4316,36.72,81,33,5.91
340,Togul,RU,2022-01-29 02:29:17,53.465,85.9128,-10.5,100,81,2.44
341,Sorong,ID,2022-01-29 02:28:58,-0.8833,131.25,82.33,79,99,9.15
342,Kindu,CD,2022-01-29 02:29:18,-2.95,25.95,70.16,97,98,2.08
343,Alta Floresta,BR,2022-01-29 02:29:18,-9.8756,-56.0861,70.32,98,100,2.17
344,Souillac,MU,2022-01-29 02:29:18,-20.5167,57.5167,77.36,94,40,1.14
345,Sao Joao Da Barra,BR,2022-01-29 02:29:19,-21.6403,-41.0511,76.59,90,41,18.88
346,Birjand,IR,2022-01-29 02:29:19,32.8663,59.2211,27.07,46,0,6.91
347,Kandrian,PG,2022-01-29 02:28:14,-6.2167,149.55,82.44,76,100,8.28
348,Turukhansk,RU,2022-01-29 02:29:20,65.8167,87.9833,-0.74,95,100,11.48
349,Ancud,CL,2022-01-29 02:29:20,-41.8697,-73.8203,60.33,82,0,4.7
350,Padang,ID,2022-01-29 02:29:20,-0.9492,100.3543,86.05,71,88,1.54
351,Xuddur,SO,2022-01-29 02:29:21,4.1213,43.8894,66.29,85,53,15.68
352,Ornskoldsvik,SE,2022-01-29 02:29:21,63.2909,18.7153,29.35,86,100,6.91
353,Saint-Francois,FR,2022-01-29 02:29:21,46.4154,3.9054,33.24,100,100,3.44
354,Yar-Sale,RU,2022-01-29 02:29:22,66.8333,70.8333,-6.97,99,100,8.01
355,Xinzhou,CN,2022-01-29 02:29:22,38.4092,112.7333,28.02,44,0,1.3
356,Crnomelj,SI,2022-01-29 02:29:22,45.5711,15.1889,42.03,69,52,2.42
357,Qandala,SO,2022-01-29 02:29:23,11.472,49.8728,71.37,72,82,3.56
358,Maltahohe,NA,2022-01-29 02:29:23,-24.8333,16.9833,75.9,44,90,16.62
359,Nouadhibou,MR,2022-01-29 02:29:23,20.931,-17.0347,60.78,88,100,16.11
360,Trairi,BR,2022-01-29 02:29:24,-3.2778,-39.2689,73.08,84,100,1.12
361,Korem,ET,2022-01-29 02:29:24,12.5058,39.5228,46.8,90,1,1.16
362,Wuda,CN,2022-01-29 02:29:24,39.4994,106.7117,23.25,46,6,7.65
363,Biltine,TD,2022-01-29 02:29:25,14.5333,20.9167,59.38,15,38,11.99
364,Praya,CV,2022-01-29 02:29:25,14.9215,-23.5087,70.34,68,75,17.27
365,Atasu,KZ,2022-01-29 02:29:25,48.6814,71.6433,11.64,75,100,8.59
366,Calabozo,VE,2022-01-29 02:30:26,8.9242,-67.4293,80.92,52,18,9.55
367,Banepa,NP,2022-01-29 02:30:26,27.6298,85.5214,37.72,100,20,3.44
368,Lazaro Cardenas,MX,2022-01-29 02:30:26,17.9583,-102.2,75.49,75,2,1.7
369,Hovd,MN,2022-01-29 02:30:26,48.0056,91.6419,-7.96,74,2,3.62
370,Gushikawa,JP,2022-01-29 02:30:27,26.3544,127.8686,65.43,97,75,13.8
371,Bilibino,RU,2022-01-29 02:30:27,68.0546,166.4372,-7.87,95,100,3.78
372,Ostrovnoy,RU,2022-01-29 02:30:27,68.0531,39.5131,13.69,92,99,9.01
373,Batagay-Alyta,RU,2022-01-29 02:30:28,67.8006,130.4114,-5.51,95,98,4.74
374,Middle Island,US,2022-01-29 02:26:25,40.8843,-72.9373,31.26,92,100,1.99
375,Vestmannaeyjar,IS,2022-01-29 02:28:16,63.4427,-20.2734,25.7,66,100,31.12
376,Winnemucca,US,2022-01-29 02:25:40,40.973,-117.7357,39.25,35,0,9.22
377,Kreminna,UA,2022-01-29 02:30:28,49.0495,38.2179,31.6,93,100,11.1
378,Srednekolymsk,RU,2022-01-29 02:30:29,67.45,153.6833,-7.82,95,100,3.4
379,Kruisfontein,ZA,2022-01-29 02:30:29,-34.0033,24.7314,63.88,86,95,0.67
380,Lae,PG,2022-01-29 02:30:29,-6.7221,146.9847,86.67,69,100,2.86
381,Lyngseidet,NO,2022-01-29 02:30:30,69.5763,20.2189,17.69,86,44,11.1
382,Swan River,CA,2022-01-29 02:30:30,52.1058,-101.2676,4.89,78,99,0.0
383,Benjamin Constant,BR,2022-01-29 02:30:30,-4.3831,-70.0311,77.13,97,97,1.45
384,Burnie,AU,2022-01-29 02:30:30,-41.0667,145.9167,70.95,85,84,6.2
385,Uvat,RU,2022-01-29 02:30:31,59.1433,68.8953,-6.95,100,94,3.98
386,Sagna,RO,2022-01-29 02:30:31,46.9833,27.0167,34.72,71,95,15.66
387,Honiara,SB,2022-01-29 02:30:31,-9.4333,159.95,82.98,73,100,6.02
388,Saint-Georges,GD,2022-01-29 02:30:32,12.0564,-61.7485,76.68,78,20,11.5
389,Bedesa,ET,2022-01-29 02:30:32,8.9,40.7833,56.46,53,97,3.94
390,Floro,NO,2022-01-29 02:30:32,61.5996,5.0328,45.97,100,100,18.41
391,Omboue,GA,2022-01-29 02:30:33,-1.5746,9.2618,76.82,87,99,5.88
392,Tornio,FI,2022-01-29 02:30:33,65.8481,24.1466,5.02,98,30,3.78
393,Isangel,VU,2022-01-29 02:30:33,-19.55,169.2667,77.11,100,100,4.61
394,Namibe,AO,2022-01-29 02:30:34,-15.1961,12.1522,71.01,83,100,6.17
395,Roseburg,US,2022-01-29 02:30:34,43.2165,-123.3417,48.51,74,0,0.0
396,Saint George,US,2022-01-29 02:30:25,37.1041,-113.5841,52.27,24,0,1.01
397,Kavaratti,IN,2022-01-29 02:30:34,10.5669,72.642,80.62,72,7,10.33
398,Lodja,CD,2022-01-29 02:30:35,-3.4833,23.4333,70.14,96,100,3.11
399,Canon City,US,2022-01-29 02:30:35,38.441,-105.2424,40.12,44,0,6.91
400,Vostok,RU,2022-01-29 02:30:35,46.4856,135.8833,-3.35,86,100,11.5
401,Roebourne,AU,2022-01-29 02:30:36,-20.7833,117.1333,92.62,38,12,11.43
402,Pitsunda,GE,2022-01-29 02:30:36,43.1592,40.3378,33.98,67,100,7.07
403,Kumluca,TR,2022-01-29 02:30:36,36.3703,30.2869,38.68,65,4,5.61
404,Antalaha,MG,2022-01-29 02:30:37,-14.9003,50.2788,72.81,84,83,5.26
405,Palmer,US,2022-01-29 02:30:37,42.1584,-72.3287,30.27,73,100,0.0
406,Acajutla,SV,2022-01-29 02:30:37,13.5928,-89.8275,78.8,75,0,6.98
407,Alegrete,BR,2022-01-29 02:30:38,-29.7831,-55.7919,69.76,57,0,16.24
408,Reyes,BO,2022-01-29 02:30:38,-14.3167,-67.3833,71.49,96,100,1.16
409,Sambava,MG,2022-01-29 02:30:39,-14.2667,50.1667,72.19,85,26,6.29
410,Werneck,DE,2022-01-29 02:30:39,49.9833,10.1,37.83,85,100,10.89
411,Santa Rita,BR,2022-01-29 02:25:45,-7.1139,-34.9781,74.07,94,75,3.44
412,Caledon,ZA,2022-01-29 02:30:39,-34.23,19.4265,60.17,84,45,7.61
413,Sorland,NO,2022-01-29 02:31:40,67.667,12.6934,33.55,67,100,28.07
414,Ondjiva,AO,2022-01-29 02:31:40,-17.0667,15.7333,71.69,51,100,8.48
415,Sinnamary,GF,2022-01-29 02:31:40,5.3833,-52.95,74.97,87,31,6.38
416,Payo,ID,2022-01-29 02:31:41,-3.7508,103.6372,83.48,71,98,3.24
417,Yinchuan,CN,2022-01-29 02:28:45,38.4681,106.2731,24.69,45,4,1.19
418,Panlaitan,PH,2022-01-29 02:31:41,12.1191,119.8486,84.15,70,98,7.36
419,Shunyi,CN,2022-01-29 02:31:42,40.125,116.6453,31.95,27,0,11.18
420,Pemangkat,ID,2022-01-29 02:31:42,1.1667,108.9667,81.18,73,100,3.94
421,Manzhouli,CN,2022-01-29 02:31:42,49.6,117.4333,0.23,76,3,6.93
422,Bolitoc,PH,2022-01-29 02:31:42,15.7395,119.8769,84.29,68,71,3.02
423,Boden,SE,2022-01-29 02:31:43,65.8252,21.6886,10.4,95,46,2.8
424,Benalla,AU,2022-01-29 02:31:43,-36.55,145.9833,81.14,59,54,3.18
425,Christchurch,NZ,2022-01-29 02:29:20,-43.5333,172.6333,78.48,69,93,8.99
426,Merauke,ID,2022-01-29 02:31:43,-8.4667,140.3333,87.28,63,100,9.37
427,Miri,MY,2022-01-29 02:31:44,4.4148,114.0089,82.54,78,40,4.61
428,Batemans Bay,AU,2022-01-29 02:30:08,-35.7167,150.1833,88.99,79,100,4.32
429,Iqaluit,CA,2022-01-29 02:30:03,63.7506,-68.5145,-18.67,69,75,11.5
430,Qaqortoq,GL,2022-01-29 02:31:44,60.7167,-46.0333,19.9,93,100,12.91
431,Gao,ML,2022-01-29 02:31:45,16.6362,1.637,61.92,21,0,13.22
432,Shenjiamen,CN,2022-01-29 02:31:45,29.9576,122.298,44.13,75,100,15.84
433,Liusha,CN,2022-01-29 02:31:45,27.2098,108.59,28.74,96,100,3.38
434,Phalaborwa,ZA,2022-01-29 02:31:46,-23.943,31.1411,70.88,87,79,13.56
435,Vanimo,PG,2022-01-29 02:30:54,-2.6741,141.3028,83.28,73,94,5.44
436,Izvoarele Sucevei,RO,2022-01-29 02:31:46,47.75,25.1833,27.0,96,100,4.14
437,Margate,GB,2022-01-29 02:30:27,51.3813,1.3862,50.04,86,37,3.0
438,Nishihara,JP,2022-01-29 02:31:47,26.1842,127.7558,65.48,97,100,8.05
439,Morrope,PE,2022-01-29 02:31:47,-6.5417,-80.0111,72.57,71,100,10.6
440,Bratsk,RU,2022-01-29 02:31:47,56.1325,101.6142,-10.66,98,93,2.75
441,Lac Du Bonnet,CA,2022-01-29 02:31:47,50.2536,-96.0612,-1.39,97,100,3.98
442,Khor,RU,2022-01-29 02:31:48,47.8861,134.9464,-5.13,92,100,6.08
443,Abha,SA,2022-01-29 02:31:48,18.2164,42.5053,51.62,87,20,8.05
444,Saint-Augustin,CA,2022-01-29 02:31:48,51.226,-58.6502,11.41,88,100,11.23
445,Kieta,PG,2022-01-29 02:31:49,-6.2167,155.6333,85.33,71,56,6.82
446,San Quintin,MX,2022-01-29 02:31:49,30.4833,-115.95,59.67,55,33,1.9
447,Codrington,AU,2022-01-29 02:31:49,-38.2667,141.9667,66.06,70,100,14.14
448,San Patricio,US,2022-01-29 02:31:50,28.017,-97.5169,52.83,48,0,6.2
449,Sohna,IN,2022-01-29 02:31:50,28.25,77.0667,46.63,57,0,3.96
450,Malinovoye Ozero,RU,2022-01-29 02:31:50,51.6753,79.7825,-1.55,92,95,6.06
451,Boralday,KZ,2022-01-29 02:31:51,43.3578,76.8594,24.66,86,100,2.24
452,Fukue,JP,2022-01-29 02:31:51,32.6881,128.8419,48.56,57,75,10.36
453,Micheweni,TZ,2022-01-29 02:31:51,-4.9667,39.8333,78.84,80,88,5.23
454,Gondar,ET,2022-01-29 02:31:52,12.6,37.4667,55.24,65,2,4.45
455,North Platte,US,2022-01-29 02:31:52,41.1239,-100.7654,36.37,45,0,1.99
456,Dekernes,EG,2022-01-29 02:31:52,31.0876,31.595,48.09,88,10,7.02
457,Saint Anthony,US,2022-01-29 02:31:53,45.0205,-93.218,10.33,68,0,3.0
458,Baykit,RU,2022-01-29 02:32:53,61.67,96.37,-7.02,99,100,2.08
459,De-Kastri,RU,2022-01-29 02:32:53,51.4667,140.7833,0.46,82,26,5.97
460,San Luis,AR,2022-01-29 02:32:40,-33.295,-66.3356,69.22,45,0,7.85
461,Shingu,JP,2022-01-29 02:32:54,33.7333,135.9833,50.99,37,99,4.5
462,Baruun-Urt,MN,2022-01-29 02:32:54,46.6806,113.2792,0.12,79,3,3.56
463,Sebring,US,2022-01-29 02:32:54,27.4956,-81.4409,62.22,87,0,1.99
464,Mae Hong Son,TH,2022-01-29 02:32:55,19.3003,97.9685,62.74,82,20,1.14
465,Plettenberg Bay,ZA,2022-01-29 02:32:55,-34.0527,23.3716,60.67,79,29,3.2
466,Ceres,US,2022-01-29 02:32:55,37.5949,-120.9577,57.78,62,0,0.0
467,Broken Hill,AU,2022-01-29 02:32:23,-31.95,141.4333,78.51,69,75,13.8
468,Vytegra,RU,2022-01-29 02:32:56,61.0064,36.4481,16.93,97,100,2.13
469,Guasdualito,VE,2022-01-29 02:32:56,7.2424,-70.7324,76.96,69,0,1.14
470,Kothi,IN,2022-01-29 02:32:56,24.75,80.7833,56.07,40,0,3.71
471,Ayacucho,PE,2022-01-29 02:32:57,-13.1583,-74.2239,52.18,95,100,3.89
472,Aguas Formosas,BR,2022-01-29 02:32:57,-17.0822,-40.9358,70.47,90,62,2.64
473,Methala,IN,2022-01-29 02:32:57,10.2166,76.2166,71.6,61,52,3.24
474,Ugoofaaru,MV,2022-01-29 02:32:58,5.6667,73.0,82.2,69,62,19.98
475,Ntungamo,UG,2022-01-29 02:30:15,-0.8833,29.65,65.77,70,98,3.51
476,Olga,RU,2022-01-29 02:32:07,43.7444,135.2892,13.84,41,61,14.2
477,Kalmunai,LK,2022-01-29 02:32:58,7.4167,81.8167,78.64,83,31,6.46
478,Ulaanbaatar,MN,2022-01-29 02:30:46,47.9077,106.8832,-11.07,70,75,2.24
479,Rawlins,US,2022-01-29 02:28:06,41.7911,-107.2387,34.02,29,0,12.03
480,Zeya,RU,2022-01-29 02:32:59,53.75,127.2667,9.48,54,100,5.88
481,Klyuchevskiy,RU,2022-01-29 02:32:59,53.5317,119.4519,3.83,71,96,2.71
482,Mercedes,AR,2022-01-29 02:32:59,-34.6515,-59.4307,67.17,66,0,7.36
483,Yazman,PK,2022-01-29 02:33:00,29.1212,71.7446,58.39,19,0,3.91
484,Maraa,BR,2022-01-29 02:33:00,-1.8333,-65.3667,73.08,99,95,2.06
485,Hami,CN,2022-01-29 02:33:00,42.8,93.45,22.75,48,1,4.68
486,Harrisburg,US,2022-01-29 02:30:25,40.2737,-76.8844,32.14,88,100,1.99
487,Zhigansk,RU,2022-01-29 02:33:01,66.7697,123.3711,-8.19,96,98,19.89
488,Gurupi,BR,2022-01-29 02:33:01,-11.7292,-49.0686,71.26,95,100,4.76
489,Garden City,US,2022-01-29 02:33:01,42.3256,-83.331,13.95,70,0,5.75
490,Itarema,BR,2022-01-29 02:28:13,-2.9248,-39.9167,73.8,80,100,5.44
491,Deer Lake,CA,2022-01-29 02:30:37,49.1667,-57.4316,26.46,80,100,9.22
492,Curuca,BR,2022-01-29 02:33:02,-0.7289,-47.8481,73.49,97,100,5.35
493,Vila,PT,2022-01-29 02:33:02,42.0304,-8.1588,39.33,51,0,5.32
494,Bandarbeyla,SO,2022-01-29 02:33:03,9.4942,50.8122,71.76,75,97,14.92
495,Grindavik,IS,2022-01-29 02:33:01,63.8424,-22.4338,25.27,68,75,21.85
496,Subottsi,UA,2022-01-29 02:33:03,48.6554,32.5209,31.95,93,99,14.72
497,San Pedro,PH,2022-01-29 02:33:04,14.35,121.0167,87.35,69,20,5.75
498,Pakhtakoron,TJ,2022-01-29 02:33:04,40.1571,68.7466,40.08,88,93,9.1
499,Colomba,GT,2022-01-29 02:33:04,14.7167,-91.7333,67.28,91,12,5.19
500,Touros,BR,2022-01-29 02:33:05,-5.1989,-35.4608,74.3,79,100,8.34
501,Ziro,IN,2022-01-29 02:33:05,27.6333,93.8333,27.34,54,0,1.66
502,Chumphon,TH,2022-01-29 02:34:05,10.3333,98.8333,75.31,51,6,1.5
503,Kikwit,CD,2022-01-29 02:34:06,-5.041,18.8162,71.71,84,100,1.88
504,Kabanjahe,ID,2022-01-29 02:34:06,3.1001,98.4908,70.56,68,29,3.44
505,Fort Frances,CA,2022-01-29 02:29:15,48.5999,-93.4003,-10.98,77,0,0.0
506,Lata,PT,2022-01-29 02:34:06,40.1629,-8.3327,45.05,57,0,5.23
507,Guerrero Negro,MX,2022-01-29 02:34:00,27.9769,-114.0611,65.97,40,6,1.92
508,Labuhan,ID,2022-01-29 02:34:07,-6.8844,112.2051,84.2,70,99,5.86
509,Boyolangu,ID,2022-01-29 02:34:07,-8.1181,111.8935,84.92,66,92,1.7
510,Alice Springs,AU,2022-01-29 02:34:08,-23.7,133.8833,76.55,94,75,14.97
511,Kanniyakumari,IN,2022-01-29 02:34:08,8.0833,77.5667,78.87,71,58,22.32
512,Mumford,GH,2022-01-29 02:34:08,5.2618,-0.759,77.77,85,8,1.05
513,Paramonga,PE,2022-01-29 02:34:09,-10.6667,-77.8333,70.0,84,100,7.49
514,Campbellton,CA,2022-01-29 02:34:09,48.0075,-66.6727,0.05,97,28,4.99
515,Ust-Barguzin,RU,2022-01-29 02:34:09,53.45,108.9833,-6.88,94,82,3.0
516,Arlit,NE,2022-01-29 02:34:10,18.7369,7.3853,58.14,17,0,5.82
517,Fort Madison,US,2022-01-29 02:34:10,40.6298,-91.3151,14.32,93,22,1.63
518,Stornoway,GB,2022-01-29 02:34:10,58.2093,-6.3865,51.76,93,100,15.01
519,Sakakah,SA,2022-01-29 02:34:11,29.9697,40.2064,42.37,59,32,4.79
520,Gbongan,NG,2022-01-29 02:34:11,7.4667,4.35,68.79,45,51,1.72
521,Bonthe,SL,2022-01-29 02:34:11,7.5264,-12.505,77.31,85,6,4.79
522,Point Pleasant,US,2022-01-29 02:34:11,40.0832,-74.0682,33.12,87,100,3.0
523,Vila Franca Do Campo,PT,2022-01-29 02:34:12,37.7167,-25.4333,57.61,86,32,8.9
524,Korla,CN,2022-01-29 02:34:12,41.7597,86.1469,22.33,61,1,5.06
525,Sao Joao Batista,BR,2022-01-29 02:34:13,-27.2761,-48.8494,72.84,98,99,2.04
526,Chicama,PE,2022-01-29 02:34:13,-7.8447,-79.1469,66.74,77,92,5.32
527,Juneau,US,2022-01-29 02:30:38,58.3019,-134.4197,42.8,84,100,17.27
528,Sivas,TR,2022-01-29 02:34:13,39.7916,37.0019,2.03,85,0,4.61
529,Sao Felix Do Xingu,BR,2022-01-29 02:34:14,-6.6447,-51.995,70.83,99,100,1.23
530,Ketchikan,US,2022-01-29 02:34:14,55.3422,-131.6461,44.58,100,100,11.5
531,Pak Phanang,TH,2022-01-29 02:34:14,8.3511,100.202,86.02,74,45,1.45
532,Coldwater,US,2022-01-29 02:34:15,41.9403,-85.0005,9.48,78,0,0.0
533,Fortuna,US,2022-01-29 02:34:15,40.5982,-124.1573,50.34,78,0,1.99
534,Arman,RU,2022-01-29 02:34:15,59.7,150.1667,11.84,76,100,14.65
535,Karratha,AU,2022-01-29 02:34:16,-20.7377,116.8463,89.67,46,64,13.22
536,Tynset,NO,2022-01-29 02:34:16,62.2759,10.7824,29.82,93,100,8.48
537,Nyagan,RU,2022-01-29 02:34:16,62.1406,65.3936,-7.92,99,54,4.74
538,Evensk,RU,2022-01-29 02:34:17,61.95,159.2333,17.46,81,100,28.48
539,Dolores,AR,2022-01-29 02:34:17,-36.3132,-57.6792,59.11,77,0,6.64
540,Adlay,PH,2022-01-29 02:34:17,9.4097,125.8975,85.91,66,25,5.48
541,Hokitika,NZ,2022-01-29 02:34:17,-42.7167,170.9667,66.7,59,48,8.46
542,Sola,VU,2022-01-29 02:34:18,-13.8833,167.55,80.42,83,100,20.09
543,Luba,GQ,2022-01-29 02:34:18,3.4568,8.5547,75.09,72,100,3.67
544,Kayerkan,RU,2022-01-29 02:34:18,69.3497,87.7602,-1.48,77,100,11.86
545,Conde,BR,2022-01-29 02:34:19,-7.2597,-34.9075,72.86,94,75,3.44
546,Abastumani,GE,2022-01-29 02:34:19,41.7075,42.8457,16.72,95,60,1.99
547,Dillon,US,2022-01-29 02:31:30,34.4166,-79.3712,42.66,51,99,3.58
548,Senneterre,CA,2022-01-29 02:35:19,48.3835,-77.2328,-18.18,98,13,3.4
549,San Angelo,US,2022-01-29 02:32:40,31.4638,-100.437,41.22,42,0,1.01
550,Yambio,SS,2022-01-29 02:35:20,4.5721,28.3955,65.88,30,15,4.5
