City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
424,Lindas,NO,38.77,light rain,60.7381,5.16,Westland Hotel AS
425,Ruteng,ID,69.12,overcast clouds,-8.6136,120.4721,Hotel FX 72
426,Grindavik,IS,36.07,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
427,Mangan,IN,47.21,clear sky,27.5167,88.5333,Hotel Mout View
428,Acarau,BR,78.69,overcast clouds,-2.8856,-40.12,castelo pizzaria
429,Rush,IE,38.88,scattered clouds,53.5223,-6.0931,Sandyhills B&B
430,Upata,VE,72.0,overcast clouds,8.0086,-62.3989,Posada Villa Nela
431,Arona,ES,59.79,haze,28.0996,-16.681,Paradise Court
432,Marsa Matruh,EG,52.83,overcast clouds,31.3525,27.2453,Beau Site
433,Alice Town,BS,60.44,clear sky,25.7167,-79.3,Bimini Big Game Club Resort & Marina
434,Andros Town,BS,58.96,broken clouds,24.7,-77.7667,Hanks place
435,Byron Bay,AU,85.05,overcast clouds,-28.65,153.6167,Backpackers Inn
436,Fez,MA,51.91,clear sky,34.0372,-4.9998,Hotel Mounia Fès
437,Caramay,PH,81.45,clear sky,10.1815,119.236,Peace and Love Beach Club
438,San Juan,AR,84.69,clear sky,-31.5375,-68.5364,Hotel Provincial
439,Coracao De Jesus,BR,74.12,overcast clouds,-16.6853,-44.365,Hotel Neves
440,Tiquisio,CO,75.31,broken clouds,8.5597,-74.2669,Luis Florez
442,Tripoli,LY,55.87,overcast clouds,32.8752,13.1875,Hotel Al-Safwa
444,Winfield,US,53.22,clear sky,37.2398,-96.9956,Sonner Motor Inn
445,Goure,NE,57.29,clear sky,13.9835,10.2704,
446,Olinda,BR,78.53,clear sky,-8.0089,-34.8553,Hotel Albergue de Olinda
449,Saint-Georges,GD,76.3,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
450,Bathsheba,BB,76.57,clear sky,13.2167,-59.5167,Atlantis Hotel
451,Espinosa,BR,68.58,moderate rain,-14.9261,-42.8192,Hotel Vilma
452,Tautira,PF,80.62,light rain,-17.7333,-149.15,Pension Oaoa
454,Beloha,MG,71.74,few clouds,-25.1667,45.05,
455,Tual,ID,83.73,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
457,Scheia,RO,36.79,clear sky,47.65,26.2333,Zamca
458,Port Blair,IN,77.04,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
459,Pemberton,CA,37.09,overcast clouds,50.3164,-122.8027,Pemberton Valley Lodge
461,Nago,JP,64.83,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
462,Marabba,SD,65.52,clear sky,12.35,32.1833,
463,Surt,LY,56.44,overcast clouds,31.2089,16.5887,الهادي ابوشعاله سرت
464,Porto Novo,BJ,76.82,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
465,Palauig,PH,80.98,broken clouds,15.435,119.9045,Alperi Botique Resort
466,Touba,CI,73.36,overcast clouds,8.2833,-7.6833,Hotel de L'Amitié Vraie
468,Tessalit,ML,66.04,broken clouds,20.1986,1.0114,
469,Shimoda,JP,46.76,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
470,Devarkonda,IN,61.02,overcast clouds,16.7,78.9333,Home
471,Thaba-Tseka,LS,53.26,clear sky,-29.522,28.6084,Motherland Guesthouse
472,Jaisalmer,IN,59.5,clear sky,26.9147,70.9181,Hotel Fifu
476,Le Pradet,FR,43.68,clear sky,43.1066,6.0172,Hôtel Kyriad Toulon La Garde
478,Sandane,NO,40.62,overcast clouds,61.7728,6.215,Gloppen Hotel - by Classic Norway Hotels
479,Villamontes,BO,71.64,clear sky,-21.25,-63.5,Hotel Raldes
480,Ugoofaaru,MV,82.18,overcast clouds,5.6667,73.0,Ungoofaaru Inn
481,Kavaratti,IN,80.82,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
482,Omboue,GA,77.95,overcast clouds,-1.5746,9.2618,Hotel Olako
483,Passos,BR,68.14,light rain,-20.7189,-46.6097,Hostel da Moda
484,Mackay,AU,88.68,broken clouds,-21.15,149.2,International Lodge Motel
485,Stephenville,US,56.25,clear sky,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
486,Lobito,AO,76.84,overcast clouds,-12.3481,13.5456,Casa Rosa Hotel Residence
489,Mogadouro,PT,30.78,clear sky,41.3403,-6.7119,Pensão Russo
491,Cartagena,CO,78.42,clear sky,10.3997,-75.5144,Hotel Colombia Real - Cartagena
492,Valdemarpils,LV,40.42,overcast clouds,57.3707,22.5919,Guest House Laumas
493,Loa Janan,ID,81.34,overcast clouds,-0.583,117.095,Kost bu jono
494,Kushima,JP,48.24,overcast clouds,31.4583,131.2333,Hanaoka
496,Madimba,TZ,75.04,moderate rain,-10.4,40.3333,
497,Longonjo,AO,62.46,overcast clouds,-12.9067,15.2533,
498,Formosa,AR,76.98,clear sky,-26.1775,-58.1781,Hotel Portal del Sol
499,Novouzensk,RU,32.83,light snow,50.4592,48.1431,Gostinitsa
500,Necochea,AR,75.04,clear sky,-38.5473,-58.7368,dyd -mar Hotel
502,Sokoni,TZ,79.68,overcast clouds,-6.4333,39.55,Ujamaa Beach Resort
504,Manacor,ES,45.52,clear sky,39.5696,3.2096,Hotel Can Guixa
505,Lazaro Cardenas,MX,77.2,clear sky,17.9583,-102.2,Baymont by Wyndham Lazaro Cardenas
506,Santa Rosa,PH,84.85,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
508,Pascagoula,US,39.04,clear sky,30.3658,-88.5561,Regency Inn
509,Nabire,ID,83.93,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
510,Hasanabad,IR,40.69,broken clouds,36.5465,61.0543,
512,Namibe,AO,70.57,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
513,Sinnamary,GF,75.87,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
514,Kawalu,ID,76.17,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
515,Caravelas,BR,78.58,few clouds,-17.7125,-39.2481,Pousada dos Navegantes
516,Hurghada,EG,55.13,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
519,Goundam,ML,69.84,clear sky,16.4145,-3.6708,
520,Glendive,US,31.62,clear sky,47.1053,-104.7125,Baymont by Wyndham Glendive
522,Xuddur,SO,66.63,few clouds,4.1213,43.8894,Banjanay Hotel
525,Eskilstuna,SE,36.03,light snow,59.3666,16.5077,Comfort Hotel Eskilstuna
526,Teofilo Otoni,BR,72.39,overcast clouds,-17.8575,-41.5053,Hotel Nobre Palace
528,Spas,UA,31.53,overcast clouds,48.8899,24.0629,
529,Lakki Marwat,PK,51.8,clear sky,32.6079,70.9114,ستاری چائے ہوٹل
530,Middelburg,ZA,60.69,overcast clouds,-25.7751,29.4648,Oregon Place Guest House
532,Pombas,CV,67.78,overcast clouds,17.1503,-25.0201,Paul Paradis
533,Naze,JP,58.12,overcast clouds,28.3667,129.4833,Shishime Hotel
535,Ndjole,GA,74.93,overcast clouds,-0.1783,10.7649,Motel Kédyann
536,Pueblo Bello,CO,77.5,clear sky,8.2041,-76.526,
538,Nanchong,CN,41.9,broken clouds,30.7951,106.0847,Marine Una Century Hotel
539,Tarakan,ID,80.1,broken clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
540,Cayenne,GF,79.09,few clouds,4.9333,-52.3333,Hôtel Le Dronmi
542,Houma,US,45.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
544,Wajima,JP,34.48,broken clouds,37.4,136.9,Wajiima Onsen Yashio
545,Mindelo,CV,69.35,broken clouds,16.8901,-24.9804,Hotel Gaudi
546,Magalia,US,54.95,scattered clouds,39.8121,-121.5783,Paradise Pines RV Park - Winter Special
547,Port Hawkesbury,CA,49.12,mist,45.6169,-61.3485,MacKenzie House Tourist Home B&B
548,Port Said,EG,56.26,clear sky,31.2565,32.2841,Aracan Hotel
549,Moron,AR,77.99,broken clouds,-34.6534,-58.6198,Hotel Morón
551,Yenagoa,NG,73.06,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
552,Kapoeta,SS,78.76,clear sky,4.7717,33.5903,Eastgate Hotel
553,Pacific Grove,US,63.0,clear sky,36.6177,-121.9166,Lovers Point Inn
554,Melo,UY,65.23,clear sky,-32.3667,-54.1833,Hotel Juana
555,Lola,GN,70.05,few clouds,7.8,-8.5333,
556,Kudahuvadhoo,MV,81.1,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
557,Antiguo Morelos,MX,61.45,broken clouds,22.5495,-99.0812,Iglesia La luz del mundo columna y apoyo de la verdad. Batallón antiguo morelos
558,Hofn,IS,31.46,overcast clouds,64.2539,-15.2082,Hótel Höfn
562,Kidal,ML,65.88,few clouds,18.4411,1.4078,
564,Portsoy,GB,40.95,few clouds,57.6814,-2.6896,"Station Hotel, Portsoy"
565,Fallon,US,44.28,few clouds,39.4735,-118.7774,Best Western Fallon Inn & Suites
568,Vangaindrano,MG,73.04,clear sky,-23.35,47.6,Hotel Fanilo
569,Puerto Escondido,MX,81.43,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
570,Jieshi,CN,53.94,overcast clouds,22.8134,115.8257,Yuehai Hotel
571,Ponta Delgada,PT,57.51,few clouds,37.7333,-25.6667,Vila Nova Hotel
572,Namie,JP,40.96,overcast clouds,37.4833,141.0,いこいの村なみえ
575,Barreirinhas,BR,75.18,moderate rain,-2.7469,-42.8264,Gran Lençóis Flat Residence
576,Maceio,BR,78.24,scattered clouds,-9.6658,-35.7353,Poutur Pousada
577,Altamont,US,46.24,clear sky,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
578,Nautla,MX,57.16,overcast clouds,20.2167,-96.7833,Casa Blanca
579,Dali,CN,38.57,clear sky,25.7,100.1833,Dali Travelling With Hostel
580,Chanute,US,47.48,clear sky,37.6792,-95.4572,Guest House Motel Chanute
581,Barra Do Bugres,BR,72.77,overcast clouds,-15.0725,-57.1811,Hotel 4AM Petrofurt
582,Saint-Maximin-La-Sainte-Baume,FR,40.68,clear sky,43.4521,5.8622,Hôtel Le Couvent Royal Saint Maximin
583,Roald,NO,41.32,broken clouds,62.5833,6.1333,Flem Cabins
584,Dongzhen,CN,52.27,clear sky,22.3797,110.9389,茂名中汇时尚酒店
585,Amahai,ID,85.05,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
588,Varhaug,NO,40.89,broken clouds,58.6147,5.6457,Jonas Bue
589,Labuhan,ID,81.64,overcast clouds,-6.8844,112.2051,DoubleFAG
590,Galesong,ID,80.62,overcast clouds,-5.3166,119.3661,Sapriadi Appy
592,Ouesso,CG,69.35,overcast clouds,1.6136,16.0517,ABENIE Hotel
593,Heerenveen,NL,44.06,clear sky,52.95,5.9333,Fletcher Hotel-Restaurant Heidehof
594,Zambezi,ZM,63.84,overcast clouds,-13.5432,23.1047,Royal Kutachika Lodge
595,Dinghai,CN,47.32,overcast clouds,26.2847,119.7936,
596,Erzin,TR,43.32,overcast clouds,36.9559,36.2,Artemis Otel
597,Imbituba,BR,68.83,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
598,San Pablo,PH,84.81,scattered clouds,14.0669,121.3258,SIESTA RESIDENCIA DE ARAGO
599,Prenzlau,DE,43.21,overcast clouds,53.3167,13.8667,Hotel Overdiek
600,Tiarei,PF,80.62,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
601,Comodoro Rivadavia,AR,69.66,clear sky,-45.8667,-67.5,Austral Hotel
602,Tura,IN,49.48,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
603,Merauke,ID,82.29,light rain,-8.4667,140.3333,
604,Acajutla,SV,78.8,scattered clouds,13.5928,-89.8275,Laureles
605,Quepos,CR,81.7,few clouds,9.4236,-84.1652,Jungle Beach Hotel at Manuel Antonio
606,Kisangani,CD,67.6,few clouds,0.5167,25.2,Grand Ramela Hotel
607,Nivelles,BE,44.55,few clouds,50.5983,4.3285,Van der Valk Hotel Nivelles - Sud
608,Maragogi,BR,75.85,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
611,Chimoio,MZ,71.46,broken clouds,-19.1164,33.4833,Predio Livraria Ahmed
612,Luba,GQ,73.29,overcast clouds,3.4568,8.5547,
613,Chake Chake,TZ,76.14,overcast clouds,-5.2459,39.7666,Hotel Archipelago
614,Central Point,US,56.7,clear sky,42.376,-122.9164,Courtyard by Marriott Medford Airport
615,Belen,TR,33.94,broken clouds,36.4891,36.2233,Varlıbaş Uyku Sarayı
617,Camacupa,AO,62.01,overcast clouds,-12.0167,17.4833,
620,Thinadhoo,MV,81.23,overcast clouds,0.5333,72.9333,
624,Warragul,AU,84.18,overcast clouds,-38.1667,145.9333,Comfort Inn & Suites Warragul
625,Manica,FR,47.61,clear sky,49.0,-1.1667,Gite Lily
626,Suluq,LY,51.58,overcast clouds,31.6682,20.2521,ورشة الحضيري لاكترونات وخدمات النت
627,Almeirim,BR,72.3,overcast clouds,-1.5233,-52.5817,Ricácio Hotel
628,Kant,IN,47.46,clear sky,27.8,79.8,Haseeb Khan shatreng
629,Ligayan,PH,81.57,overcast clouds,4.6533,119.4706,
630,Atherton,GB,44.35,broken clouds,53.5237,-2.4935,The Lion Inn
632,La Asuncion,VE,78.53,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
633,Salinopolis,BR,76.08,light rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
634,Belmonte,BR,77.5,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
635,Sidi Bin Nur,TN,48.79,clear sky,35.5333,10.9167,Chalet El Aila
636,Araria,IN,50.13,clear sky,26.15,87.5167,Ravin Hotel
637,Quelimane,MZ,73.06,clear sky,-17.8786,36.8883,Hotel Flamingo
638,Forio,IT,47.82,overcast clouds,40.7342,13.8646,Hotel Terme Providence
639,Benicarlo,ES,49.57,clear sky,40.4165,0.4271,El Pinche De Oro
640,Blythe,US,66.65,clear sky,33.6103,-114.5964,Rodeway Inn & Suites
642,Yakima,US,30.83,overcast clouds,46.4665,-120.6678,
643,Fukue,JP,48.56,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
644,Vaulx-En-Velin,FR,39.88,mist,45.7833,4.9333,Inter-Hotel Eclipse
645,Jardim,BR,78.64,overcast clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
646,Utete,TZ,72.82,overcast clouds,-7.986,38.758,River View Lodge
647,Nouakchott,MR,66.13,overcast clouds,18.0858,-15.9785,HOTEL IMAN
648,Juneau,US,36.21,light snow,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
650,Bajos De Haina,DO,78.33,few clouds,18.4154,-70.0332,Familia García Santana
651,Rongcheng,CN,34.81,overcast clouds,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
652,Guilin,CN,41.11,few clouds,25.2819,110.2864,Grand 0773 Hotel
653,Hatillo,PR,77.11,clear sky,18.4863,-66.8254,Hotel Parador El Buen Café
655,Wanaka,NZ,76.1,light rain,-44.7,169.15,Wanaka Homestead Lodge and Cottages
656,West Bay,KY,75.27,broken clouds,19.3667,-81.4167,Calypso Cove
657,Arequipa,PE,51.87,clear sky,-16.3989,-71.535,Casa de Avila Hotel
658,Trairi,BR,78.31,overcast clouds,-3.2778,-39.2689,janelas do mar
659,Birkeland,NO,42.35,clear sky,58.3309,8.2323,Gunn Randi Berge
660,Dimbokro,CI,72.39,overcast clouds,6.6451,-4.7048,complexe hôtelier le jardin d'Eden
662,Manggar,ID,80.71,overcast clouds,-2.8833,108.2667,Guest Hotel
664,Alta Floresta,BR,69.51,moderate rain,-9.8756,-56.0861,Floresta Amazonica Hotel
665,Maunabo,PR,75.04,scattered clouds,18.0072,-65.8993,Maunacaribe
666,Collecchio,IT,38.55,overcast clouds,44.754,10.2184,Hotel Campus Collecchio
668,Mao,ES,45.16,clear sky,39.8885,4.2658,ARTIEM Capri
675,Lethem,GY,82.83,overcast clouds,3.3803,-59.7968,Savannah Inn
676,Lima,PE,72.9,few clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
677,Mercedes,AR,75.85,overcast clouds,-34.6515,-59.4307,Posada del Inti Centro
678,Fortuna,US,54.09,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
679,Manacapuru,BR,75.78,light rain,-3.2997,-60.6206,Novo Hotel
680,Baniachang,BD,51.31,clear sky,24.5167,91.3667,Khan Palace
681,Huejuquilla El Alto,MX,61.45,clear sky,22.6,-103.8667,Hotel Huexuquillan
682,Naberera,TZ,62.04,moderate rain,-4.2,36.9333,
683,Dalaba,GN,66.69,overcast clouds,10.7,-12.25,Hôtel Tangama
684,North Myrtle Beach,US,32.29,clear sky,33.816,-78.68,Avista Resort
685,Muli,MV,81.28,scattered clouds,2.9167,73.5667,Medhufushi Island Resort
686,Tsuruoka,JP,33.84,light snow,38.7217,139.8217,Hotel Route-Inn Tsuruoka Inter
687,Apatou,GF,71.29,clear sky,5.155,-54.3472,Yoto quensha
689,Juba,SS,74.01,clear sky,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
691,Crateus,BR,73.4,overcast clouds,-5.1783,-40.6775,Orient Plaza Hotel
692,Milot,HT,73.9,clear sky,19.6167,-72.2167,La Belle Maison
693,Maldonado,UY,69.19,clear sky,-34.6667,-54.9167,La Cimarrona
694,Olafsvik,IS,37.56,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
695,Gohpur,IN,51.15,clear sky,26.8833,93.6333,Murchana Music
696,Khash,IR,47.08,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
697,Amethi,IN,48.31,clear sky,26.15,81.8167,Taj Hotel
699,Bali Chak,IN,55.2,clear sky,22.3667,87.55,MG Guest House
701,Buchanan,LR,78.6,scattered clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
702,Glasgow,GB,39.22,broken clouds,55.8652,-4.2576,Glasgow Marriott Hotel
703,Mazabuka,ZM,66.09,light rain,-15.856,27.748,kachali king traders
